year_position,player_name,year_points,matches,num_wkts,num_dots,num_fours,num_six,num_catches,num_stumpings,team_name,overseas_or_indian,ipl_year,position
121,ThisaraPerera,41.0,4,2,24,4,0,0,0,KTK,Overseas,2011,All Rounder
165,ThisaraPerera,7.0,2,0,2,0,0,2,0,MI,Overseas,2012,All Rounder
8,ThisaraPerera,294.0,16,19,136,12,14,5,0,SRH,Overseas,2013,All Rounder
121,ThisaraPerera,16.0,2,1,9,0,1,0,0,KXIP,Overseas,2015,All Rounder
34,ThisaraPerera,156.0,12,9,56,7,11,5,0,RPS,Overseas,2016,All Rounder
19,DanChristian,212.0,14,11,109,9,7,7,0,DC,Overseas,2011,All Rounder
52,DanChristian,135.0,7,8,51,8,6,6,0,DC,Overseas,2012,All Rounder
159,DanChristian,14.0,2,0,14,0,0,0,0,RCB,Overseas,2013,All Rounder
29,DanChristian,157.5,13,11,74,5,5,6,0,RPS,Overseas,2017,All Rounder
107,DanChristian,39.5,4,4,22,0,1,0,0,DD,Overseas,2018,All Rounder
22,SreenathArvind,201.0,13,21,115,2,0,3,0,RCB,Indian,2011,Bowler
156,SreenathArvind,12.5,1,0,5,3,0,0,0,RCB,Indian,2012,Bowler
82,SreenathArvind,77.5,5,8,47,0,0,1,0,RCB,Indian,2015,Bowler
54,SreenathArvind,111.0,9,11,65,0,0,3,0,RCB,Indian,2016,Bowler
80,SreenathArvind,83.0,10,5,58,2,0,1,0,RCB,Indian,2017,Bowler
66,WayneParnell,117.5,8,9,75,2,1,1,0,PWI,Overseas,2011,Bowler
102,WayneParnell,76.0,6,5,51,2,0,1,0,PWI,Overseas,2012,Bowler
102,WayneParnell,56.5,4,6,33,0,0,1,0,PWI,Overseas,2013,Bowler
62,WayneParnell,108.0,8,6,82,0,0,2,0,DD,Overseas,2014,Bowler
70,ShakibAlHasan,107.5,7,11,59,4,0,0,0,KKR,Overseas,2011,All Rounder
49,ShakibAlHasan,138.0,8,12,68,6,3,1,0,KKR,Overseas,2012,All Rounder
6,ShakibAlHasan,238.5,13,11,113,22,7,3,0,KKR,Overseas,2014,All Rounder
90,ShakibAlHasan,60.5,4,4,34,5,0,0,0,KKR,Overseas,2015,All Rounder
50,ShakibAlHasan,120.5,10,5,58,7,5,4,0,KKR,Overseas,2016,All Rounder
150,ShakibAlHasan,5.0,1,0,5,0,0,0,0,KKR,Overseas,2017,All Rounder
11,ShakibAlHasan,237.0,17,14,98,26,5,3,0,SRH,Overseas,2018,All Rounder
119,ShakibAlHasan,29.0,3,2,22,0,0,0,0,SRH,Overseas,2019,All Rounder
97,MayankAgarwal,61.5,8,0,0,16,4,3,0,RCB,Indian,2011,Batsman
62,MayankAgarwal,122.5,16,0,0,19,15,9,0,RCB,Indian,2012,Batsman
128,MayankAgarwal,33.0,5,0,0,6,3,3,0,RCB,Indian,2013,Batsman
103,MayankAgarwal,43.0,8,0,0,12,3,1,0,DD,Indian,2014,Batsman
75,MayankAgarwal,89.5,10,0,0,23,7,3,0,DD,Indian,2015,Batsman
143,MayankAgarwal,11.0,3,0,0,3,1,0,0,DD,Indian,2016,Batsman
143,MayankAgarwal,10.0,3,0,0,3,0,1,0,RPS,Indian,2017,Batsman
106,MayankAgarwal,45.0,11,0,0,9,5,2,0,KXIP,Indian,2018,Batsman
54,MayankAgarwal,131.5,13,0,0,26,14,7,0,KXIP,Indian,2019,Batsman
103,TimSouthee,57.0,5,4,43,0,0,0,0,CSK,Overseas,2011,Bowler
114,TimSouthee,32.5,3,0,25,1,0,2,0,RR,Overseas,2014,Bowler
66,TimSouthee,99.5,7,6,66,1,0,4,0,RR,Overseas,2015,Bowler
39,TimSouthee,150.0,11,9,99,1,2,4,0,MI,Overseas,2016,Bowler
111,TimSouthee,37.5,3,3,21,0,1,1,0,MI,Overseas,2017,Bowler
63,TimSouthee,100.0,8,5,59,5,1,3,0,RCB,Overseas,2018,Bowler
117,TimSouthee,30.0,3,1,19,0,0,3,0,RCB,Overseas,2019,Bowler
108,ShahbazNadeem,51.0,5,4,37,0,0,0,0,DD,Indian,2011,Bowler
60,ShahbazNadeem,123.5,12,8,88,0,0,3,0,DD,Indian,2012,Bowler
57,ShahbazNadeem,141.5,12,9,95,1,0,5,0,DD,Indian,2013,Bowler
68,ShahbazNadeem,94.0,11,8,66,0,0,0,0,DD,Indian,2014,Bowler
112,ShahbazNadeem,28.5,4,0,21,0,0,3,0,DD,Indian,2015,Bowler
112,ShahbazNadeem,38.0,4,2,31,0,0,0,0,DD,Indian,2016,Bowler
85,ShahbazNadeem,73.0,7,6,47,0,0,2,0,DC,Indian,2017,Bowler
111,ShahbazNadeem,34.0,6,3,21,0,0,1,0,DD,Indian,2018,Bowler
131,ShahbazNadeem,17.0,3,2,10,0,0,0,0,SRH,Indian,2019,Bowler
118,RyantenDoeschate,45.0,6,0,0,9,5,2,0,KKR,Overseas,2011,Batsman
153,RyantenDoeschate,14.0,3,1,2,1,1,1,0,KKR,Overseas,2012,Batsman
121,RyantenDoeschate,36.0,4,0,4,9,2,1,0,KKR,Overseas,2013,Batsman
101,RyantenDoeschate,45.5,10,1,13,3,4,3,0,KKR,Overseas,2014,Batsman
116,RyantenDoeschate,26.0,6,0,3,4,3,1,0,KKR,Overseas,2015,Batsman
119,BhuvneshwarKumar,43.5,4,3,28,0,0,2,0,PWI,Indian,2011,Bowler
59,BhuvneshwarKumar,124.0,11,8,86,4,0,0,0,PWI,Indian,2012,Bowler
17,BhuvneshwarKumar,228.5,16,13,167,3,1,2,0,PWI,Indian,2013,Bowler
8,BhuvneshwarKumar,227.0,14,20,152,0,0,2,0,SRH,Indian,2014,Bowler
15,BhuvneshwarKumar,210.0,14,18,126,2,1,5,0,SRH,Indian,2015,Bowler
5,BhuvneshwarKumar,270.0,17,23,156,6,1,6,0,SRH,Indian,2016,Bowler
7,BhuvneshwarKumar,218.0,14,26,117,0,0,4,0,SRH,Indian,2017,Bowler
38,BhuvneshwarKumar,163.0,12,9,124,1,0,2,0,SRH,Indian,2018,Bowler
12,BhuvneshwarKumar,226.0,15,13,168,1,0,4,0,SRH,Indian,2019,Bowler
124,VarunAaron,38.0,4,2,31,0,0,0,0,DD,Indian,2011,Bowler
81,VarunAaron,103.5,8,8,73,0,0,1,0,DD,Indian,2012,Bowler
35,VarunAaron,154.5,10,16,90,2,1,0,0,RCB,Indian,2014,Bowler
91,VarunAaron,60.5,6,3,44,0,1,1,0,RCB,Indian,2015,Bowler
88,VarunAaron,55.0,8,2,48,0,0,0,0,RCB,Indian,2016,Bowler
83,VarunAaron,75.5,6,7,51,0,0,0,0,KXIP,Indian,2017,Bowler
103,VarunAaron,44.5,5,4,28,0,0,1,0,RR,Indian,2019,Bowler
152,MandeepSingh,16.0,6,0,0,4,1,1,0,KXIP,Indian,2011,Batsman
29,MandeepSingh,180.0,16,1,7,53,7,5,0,KXIP,Indian,2012,Batsman
77,MandeepSingh,105.0,16,0,0,36,0,6,0,KXIP,Indian,2013,Batsman
143,MandeepSingh,7.5,3,0,0,2,0,1,0,KXIP,Indian,2014,Batsman
80,MandeepSingh,81.0,14,0,0,17,6,7,0,RCB,Indian,2015,Batsman
155,MandeepSingh,2.5,1,0,0,0,0,1,0,RCB,Indian,2016,Batsman
81,MandeepSingh,81.5,11,0,0,21,4,6,0,RCB,Indian,2017,Batsman
70,MandeepSingh,88.5,14,0,0,16,11,4,0,RCB,Indian,2018,Batsman
92,MandeepSingh,50.0,13,0,1,10,4,4,0,KXIP,Indian,2019,Batsman
163,JamesFaulkner,10.5,1,1,7,0,0,0,0,PWI,Overseas,2011,All Rounder
142,JamesFaulkner,27.0,2,3,14,0,0,1,0,KXIP,Overseas,2012,All Rounder
10,JamesFaulkner,286.0,16,28,161,5,2,3,0,RR,Overseas,2013,All Rounder
22,JamesFaulkner,191.5,13,11,72,8,16,2,0,RR,Overseas,2014,All Rounder
33,JamesFaulkner,173.5,13,8,88,12,5,4,0,RR,Overseas,2015,All Rounder
91,JamesFaulkner,53.0,7,2,21,7,0,3,0,GL,Overseas,2016,All Rounder
86,JamesFaulkner,72.5,8,6,34,4,0,3,0,GL,Overseas,2017,All Rounder
165,IshankJaggi,10.0,2,0,0,3,0,1,0,DC,Indian,2011,Batsman
172,IshankJaggi,2.5,3,0,0,0,0,1,0,DC,Indian,2012,Batsman
146,IshankJaggi,7.5,2,0,0,3,0,0,0,KKR,Indian,2017,Batsman
193,UnmuktChand,0.0,2,0,0,0,0,0,0,DD,Indian,2011,Batsman
149,UnmuktChand,18.0,2,0,0,2,3,1,0,DD,Indian,2012,Batsman
95,UnmuktChand,66.5,9,0,0,17,4,4,0,DD,Indian,2013,Batsman
150,UnmuktChand,0.0,1,0,0,0,0,0,0,RR,Indian,2014,Batsman
97,UnmuktChand,47.0,6,0,0,13,2,3,0,MI,Indian,2015,Batsman
157,UnmuktChand,0.0,1,0,0,0,0,0,0,MI,Indian,2016,Batsman
5,SunilNarine,255.5,15,24,164,2,0,1,0,KKR,Overseas,2012,All Rounder
11,SunilNarine,279.0,16,22,180,0,2,6,0,KKR,Overseas,2013,All Rounder
7,SunilNarine,235.5,16,21,157,0,0,2,0,KKR,Overseas,2014,All Rounder
65,SunilNarine,101.0,8,7,74,0,0,1,0,KKR,Overseas,2015,All Rounder
36,SunilNarine,153.5,11,11,110,0,0,2,0,KKR,Overseas,2016,All Rounder
1,SunilNarine,298.0,16,10,133,34,10,4,0,KKR,Overseas,2017,All Rounder
1,SunilNarine,379.5,16,17,137,40,23,1,0,KKR,Overseas,2018,All Rounder
19,SunilNarine,205.0,12,10,96,17,9,0,0,KKR,Overseas,2019,All Rounder
12,AzharMahmood,229.5,11,14,95,16,8,7,0,KXIP,Overseas,2012,All Rounder
20,AzharMahmood,226.5,11,15,99,22,5,1,0,KXIP,Overseas,2013,All Rounder
132,AzharMahmood,7.5,1,0,5,1,0,0,0,KKR,Overseas,2015,All Rounder
42,FafduPlessis,142.0,13,0,0,29,17,4,0,CSK,Overseas,2012,Batsman
52,FafduPlessis,122.0,15,0,0,26,7,13,0,CSK,Overseas,2014,Batsman
49,FafduPlessis,130.0,17,0,0,37,5,8,0,CSK,Overseas,2015,Batsman
67,FafduPlessis,84.0,6,0,0,17,9,4,0,RPS,Overseas,2016,Batsman
158,FafduPlessis,2.5,2,0,0,1,0,0,0,RPS,Overseas,2017,Batsman
87,FafduPlessis,66.0,6,0,0,17,6,1,0,CSK,Overseas,2018,Batsman
38,FafduPlessis,172.5,12,0,0,36,15,12,0,CSK,Overseas,2019,Batsman
53,SteveSmith,134.0,15,0,0,24,14,10,0,PWI,Overseas,2012,Batsman
98,SteveSmith,61.5,7,0,0,15,4,4,0,PWI,Overseas,2013,Batsman
84,SteveSmith,69.0,10,0,0,13,4,9,0,RR,Overseas,2014,Batsman
59,SteveSmith,110.5,14,0,0,33,3,7,0,RR,Overseas,2015,Batsman
58,SteveSmith,100.5,8,0,0,27,8,2,0,RPS,Overseas,2016,Batsman
32,SteveSmith,154.5,15,0,0,38,12,7,0,RPS,Overseas,2017,Batsman
71,SteveSmith,96.5,12,0,0,30,4,3,0,RR,Overseas,2019,Batsman
54,HarshalPatel,132.0,12,9,78,1,0,8,0,RCB,Indian,2012,Bowler
105,HarshalPatel,42.0,3,4,22,1,1,0,0,RCB,Indian,2014,Bowler
34,HarshalPatel,172.0,15,17,103,0,2,1,0,RCB,Indian,2015,Bowler
113,HarshalPatel,36.5,5,1,28,0,0,2,0,RCB,Indian,2016,Bowler
127,HarshalPatel,18.5,1,3,8,0,0,0,0,RCB,Indian,2017,Bowler
72,HarshalPatel,84.0,5,7,36,1,6,0,0,DD,Indian,2018,Bowler
123,HarshalPatel,22.0,2,2,15,0,0,0,0,DC,Indian,2019,Bowler
56,MarlonSamuels,129.0,8,8,66,7,5,0,0,PWI,Overseas,2012,Batsman
148,MarlonSamuels,16.5,2,1,8,1,0,1,0,PWI,Overseas,2013,Batsman
129,MarlonSamuels,17.0,5,0,5,1,2,1,0,DC,Overseas,2017,Batsman
69,BradHogg,113.0,9,10,73,1,0,1,0,RR,Overseas,2012,Bowler
185,BradHogg,5.0,1,0,5,0,0,0,0,RR,Overseas,2013,Bowler
79,BradHogg,81.5,6,9,50,0,0,0,0,KKR,Overseas,2015,Bowler
92,BradHogg,52.5,5,4,31,0,0,3,0,KKR,Overseas,2016,Bowler
86,AshishReddy,98.0,9,10,52,3,1,0,0,DC,Indian,2012,Bowler
89,AshishReddy,75.5,12,3,10,8,5,7,0,SRH,Indian,2013,Bowler
99,AshishReddy,47.0,6,3,9,3,5,1,0,SRH,Indian,2015,Bowler
120,AshishReddy,30.0,4,1,5,2,4,1,0,SRH,Indian,2016,Bowler
90,PawanNegi,92.0,8,7,49,4,1,2,0,DD,Indian,2012,All Rounder
188,PawanNegi,3.0,1,0,3,0,0,0,0,DD,Indian,2013,All Rounder
140,PawanNegi,10.5,2,0,8,0,0,1,0,CSK,Indian,2014,All Rounder
52,PawanNegi,126.5,10,6,53,10,5,4,0,CSK,Indian,2015,All Rounder
114,PawanNegi,35.0,8,1,11,2,3,2,0,DD,Indian,2016,All Rounder
13,PawanNegi,193.0,12,16,80,10,7,3,0,RCB,Indian,2017,All Rounder
133,PawanNegi,12.5,2,1,9,0,0,0,0,RCB,Indian,2018,All Rounder
101,PawanNegi,45.5,7,3,25,1,0,3,0,RCB,Indian,2019,All Rounder
96,AnkitSharma,83.0,9,4,62,0,2,0,0,DC,Indian,2012,Bowler
176,AnkitSharma,7.5,1,0,5,0,0,1,0,SRH,Indian,2013,Bowler
98,AnkitSharma,49.5,3,4,22,4,1,0,0,RR,Indian,2014,Bowler
98,AnkitSharma,47.0,4,3,29,1,0,2,0,RR,Indian,2015,Bowler
125,AnkitSharma,23.0,3,1,17,0,0,1,0,RPS,Indian,2016,Bowler
144,AnkitSharma,9.5,1,0,1,2,1,0,0,RPS,Indian,2017,Bowler
147,AnkitSharma,1.0,1,0,1,0,0,0,0,RR,Indian,2018,Bowler
123,AndreRussell,49.5,4,1,28,3,3,0,0,DD,Overseas,2012,All Rounder
163,AndreRussell,12.5,3,0,10,0,0,1,0,DD,Overseas,2013,All Rounder
142,AndreRussell,9.5,2,1,6,0,0,0,0,KKR,Overseas,2014,All Rounder
1,AndreRussell,312.0,13,14,94,35,19,6,0,KKR,Overseas,2015,All Rounder
8,AndreRussell,225.0,12,15,90,10,15,2,0,KKR,Overseas,2016,All Rounder
5,AndreRussell,292.5,16,13,76,17,31,8,0,KKR,Overseas,2018,All Rounder
1,AndreRussell,369.0,14,11,61,31,52,4,0,KKR,Overseas,2019,All Rounder
128,GurkeeratMannSingh,42.0,5,0,0,12,2,2,0,KXIP,Indian,2012,Batsman
108,GurkeeratMannSingh,48.0,11,0,0,10,3,4,1,KXIP,Indian,2013,Batsman
100,GurkeeratMannSingh,43.0,5,3,19,3,1,1,0,KXIP,Indian,2015,Batsman
82,GurkeeratMannSingh,64.5,7,2,7,11,3,5,0,KXIP,Indian,2016,Batsman
159,GurkeeratMannSingh,0.0,2,0,0,0,0,0,0,KXIP,Indian,2017,Batsman
112,GurkeeratMannSingh,37.0,3,0,0,11,2,1,0,RCB,Indian,2019,Batsman
135,DavidMiller,31.5,6,0,0,6,4,1,0,KXIP,Overseas,2012,Batsman
39,DavidMiller,174.0,12,0,0,28,24,8,0,KXIP,Overseas,2013,Batsman
21,DavidMiller,193.5,16,0,0,34,21,14,0,KXIP,Overseas,2014,Batsman
43,DavidMiller,143.5,13,0,0,21,21,7,0,KXIP,Overseas,2015,Batsman
78,DavidMiller,66.5,14,0,0,11,4,10,0,KXIP,Overseas,2016,Batsman
118,DavidMiller,29.0,5,0,0,4,4,2,0,KXIP,Overseas,2017,Batsman
132,DavidMiller,14.5,3,0,0,3,2,0,0,KXIP,Overseas,2018,Batsman
74,DavidMiller,89.5,10,0,0,19,7,7,0,KXIP,Overseas,2019,Batsman
141,MarchantdeLange,27.5,3,3,17,0,0,0,0,KKR,Overseas,2012,Bowler
133,MarchantdeLange,14.0,1,2,7,0,0,0,0,MI,Overseas,2014,Bowler
123,MarchantdeLange,15.0,1,0,15,0,0,0,0,MI,Overseas,2015,Bowler
161,GlennMaxwell,9.5,2,1,6,0,0,0,0,DD,Overseas,2012,All Rounder
144,GlennMaxwell,21.0,3,0,2,1,4,1,0,MI,Overseas,2013,All Rounder
1,GlennMaxwell,286.0,16,1,14,48,36,9,0,KXIP,Overseas,2014,All Rounder
73,GlennMaxwell,91.5,11,2,19,13,8,2,0,KXIP,Overseas,2015,All Rounder
66,GlennMaxwell,86.5,11,0,16,14,8,3,0,KXIP,Overseas,2016,All Rounder
5,GlennMaxwell,218.5,14,7,38,19,26,7,0,KXIP,Overseas,2017,All Rounder
52,GlennMaxwell,126.0,12,5,32,14,9,4,0,DD,Overseas,2018,All Rounder
166,ChrisLynn,5.0,1,0,0,1,0,1,0,DC,Overseas,2012,Batsman
119,ChrisLynn,28.0,2,0,0,5,3,2,0,KKR,Overseas,2014,Batsman
147,ChrisLynn,6.0,2,0,0,0,1,1,0,KKR,Overseas,2016,Batsman
41,ChrisLynn,134.0,7,0,0,25,19,2,0,KKR,Overseas,2017,Batsman
21,ChrisLynn,210.5,16,0,0,56,18,3,0,KKR,Overseas,2018,Batsman
30,ChrisLynn,182.0,13,0,0,41,22,1,0,KKR,Overseas,2019,Batsman
186,SuryakumarYadav,0.0,1,0,0,0,0,0,0,MI,Indian,2012,Wicket keeper
77,SuryakumarYadav,77.0,16,0,2,16,5,7,0,KKR,Indian,2014,Wicket keeper
83,SuryakumarYadav,75.5,13,0,0,12,8,7,0,KKR,Indian,2015,Wicket keeper
68,SuryakumarYadav,80.0,15,0,0,19,5,6,0,KKR,Indian,2016,Wicket keeper
108,SuryakumarYadav,43.0,10,0,0,8,3,5,0,KKR,Indian,2017,Wicket keeper
12,SuryakumarYadav,228.5,14,0,0,61,16,8,0,MI,Indian,2018,Wicket keeper
40,SuryakumarYadav,170.0,16,0,0,45,10,9,0,MI,Indian,2019,Wicket keeper
6,MitchellJohnson,301.5,17,24,188,2,2,7,0,MI,Overseas,2013,Bowler
9,MitchellJohnson,225.0,14,17,135,4,3,4,0,KXIP,Overseas,2014,Bowler
51,MitchellJohnson,127.5,9,9,90,1,1,0,0,KXIP,Overseas,2015,Bowler
119,MitchellJohnson,30.5,3,2,21,0,0,1,0,KXIP,Overseas,2016,Bowler
75,MitchellJohnson,88.0,5,7,55,1,1,1,0,MI,Overseas,2017,Bowler
92,MitchellJohnson,63.0,6,2,46,2,0,2,0,KKR,Overseas,2018,Bowler
16,MohitSharma,236.0,15,20,161,0,0,2,0,CSK,Indian,2013,Bowler
15,MohitSharma,206.0,16,23,118,0,0,3,0,CSK,Indian,2014,Bowler
19,MohitSharma,192.0,16,14,121,1,2,5,0,CSK,Indian,2015,Bowler
28,MohitSharma,161.0,14,13,97,3,1,3,0,KXIP,Indian,2016,Bowler
33,MohitSharma,151.0,14,13,87,3,1,3,0,KXIP,Indian,2017,Bowler
76,MohitSharma,82.0,9,7,50,1,0,2,0,KXIP,Indian,2018,Bowler
136,MohitSharma,11.5,1,1,8,0,0,0,0,CSK,Indian,2019,Bowler
37,ChrisMorris,178.0,16,15,113,0,0,5,0,CSK,Overseas,2013,All Rounder
21,ChrisMorris,191.0,11,13,113,3,5,3,0,RR,Overseas,2015,All Rounder
6,ChrisMorris,247.0,12,13,102,15,12,8,0,DD,Overseas,2016,All Rounder
17,ChrisMorris,184.0,9,12,71,15,6,5,0,DC,Overseas,2017,All Rounder
94,ChrisMorris,61.0,4,3,31,3,2,2,0,DD,Overseas,2018,All Rounder
52,ChrisMorris,133.0,9,13,68,1,2,4,0,DC,Overseas,2019,All Rounder
47,KarnSharma,158.5,13,11,88,6,2,4,0,SRH,Indian,2013,Bowler
24,KarnSharma,179.5,14,15,114,1,3,0,0,SRH,Indian,2014,Bowler
46,KarnSharma,138.5,14,10,65,3,6,4,0,SRH,Indian,2015,Bowler
121,KarnSharma,30.0,5,0,19,3,1,0,0,SRH,Indian,2016,Bowler
35,KarnSharma,147.5,9,13,75,5,2,3,0,MI,Indian,2017,Bowler
109,KarnSharma,37.5,6,4,16,0,0,3,0,CSK,Indian,2018,Bowler
145,KarnSharma,7.5,1,1,4,0,0,0,0,CSK,Indian,2019,Bowler
54,DarrenSammy,148.0,10,8,50,11,10,3,0,SRH,Overseas,2013,All Rounder
76,DarrenSammy,81.0,10,3,20,4,8,5,0,SRH,Overseas,2014,All Rounder
142,DarrenSammy,4.5,2,0,2,0,0,1,0,RCB,Overseas,2015,All Rounder
81,SanjuSamson,97.5,11,0,0,19,5,13,0,RR,Indian,2013,Wicket Keeper
41,SanjuSamson,139.5,13,0,0,25,17,5,2,RR,Indian,2014,Wicket Keeper
74,SanjuSamson,90.5,14,0,0,16,8,9,0,RR,Indian,2015,Wicket Keeper
64,SanjuSamson,88.0,14,0,0,20,8,3,1,DD,Indian,2016,Wicket Keeper
30,SanjuSamson,156.5,14,0,0,32,19,4,0,DC,Indian,2017,Wicket Keeper
45,SanjuSamson,154.0,15,0,0,30,19,5,0,RR,Indian,2018,Wicket Keeper
57,SanjuSamson,128.0,12,0,0,28,13,4,1,RR,Indian,2019,Wicket Keeper
88,HanumaVihari,76.5,17,1,17,17,1,4,0,SRH,Indian,2013,Batsman
119,HanumaVihari,20.0,5,0,0,6,0,2,0,SRH,Indian,2015,Batsman
156,HanumaVihari,0.0,2,0,0,0,0,0,0,DC,Indian,2019,Batsman
92,MananVohra,69.5,12,0,0,22,2,3,0,KXIP,Indian,2013,Batsman
46,MananVohra,131.0,8,0,0,27,16,3,0,KXIP,Indian,2014,Batsman
108,MananVohra,32.5,7,0,0,4,5,2,0,KXIP,Indian,2015,Batsman
80,MananVohra,65.5,7,0,0,19,3,3,0,KXIP,Indian,2016,Batsman
72,MananVohra,94.0,11,0,0,23,9,2,0,KXIP,Indian,2017,Batsman
130,MananVohra,19.0,4,0,0,2,4,0,0,RCB,Indian,2018,Batsman
93,SandeepSharma,69.0,4,8,41,0,0,0,0,KXIP,Indian,2013,Bowler
26,SandeepSharma,174.5,11,18,109,0,0,1,0,KXIP,Indian,2014,Bowler
17,SandeepSharma,195.0,14,13,142,1,0,2,0,KXIP,Indian,2015,Bowler
