year_position,player_name,year_points,matches,num_wkts,num_dots,num_fours,num_six,num_catches,num_stumpings,team_name,overseas_or_indian,ipl_year,position
15,SandeepSharma,184.5,14,15,127,0,0,2,0,KXIP,Indian,2016,Bowler
19,SandeepSharma,182.0,13,17,115,0,0,3,0,KXIP,Indian,2017,Bowler
39,SandeepSharma,163.0,12,12,116,0,0,2,0,SRH,Indian,2018,Bowler
56,SandeepSharma,129.0,11,12,82,1,0,1,0,SRH,Indian,2019,Bowler
97,JasonHolder,61.5,6,2,47,0,0,3,0,CSK,Overseas,2013,All Rounder
124,JasonHolder,23.0,1,1,6,2,1,2,0,SRH,Overseas,2014,All Rounder
104,JasonHolder,42.5,4,2,27,2,1,0,0,KKR,Overseas,2016,All Rounder
99,SiddarthKaul,60.5,6,4,44,0,0,1,0,DD,Indian,2013,Bowler
117,SiddarthKaul,31.0,5,2,24,0,0,0,0,DD,Indian,2014,Bowler
50,SiddarthKaul,128.5,10,16,65,0,0,3,0,SRH,Indian,2017,Bowler
22,SiddarthKaul,209.5,17,21,131,0,0,2,0,SRH,Indian,2018,Bowler
77,SiddarthKaul,79.5,7,6,56,0,0,1,0,SRH,Indian,2019,Bowler
103,RishiDhawan,56.0,6,2,34,3,0,3,0,MI,Indian,2013,All Rounder
32,RishiDhawan,161.5,13,13,85,8,1,3,0,KXIP,Indian,2014,All Rounder
104,RishiDhawan,35.5,5,1,20,2,2,0,0,KXIP,Indian,2015,All Rounder
127,RishiDhawan,22.5,2,2,12,0,1,0,0,KXIP,Indian,2016,All Rounder
112,KaneRichardson,43.5,3,2,28,2,1,0,0,PWI,Overseas,2013,Bowler
66,KaneRichardson,101.0,7,9,62,0,0,3,0,RR,Overseas,2014,Bowler
85,KaneRichardson,63.5,4,7,34,0,0,2,0,RCB,Overseas,2016,Bowler
139,JaspritBumrah,26.5,2,3,16,0,0,0,0,MI,Indian,2013,Bowler
60,JaspritBumrah,109.5,11,5,92,0,0,0,0,MI,Indian,2014,Bowler
105,JaspritBumrah,34.5,4,3,24,0,0,0,0,MI,Indian,2015,Bowler
26,JaspritBumrah,165.5,14,15,108,1,0,1,0,MI,Indian,2016,Bowler
9,JaspritBumrah,200.5,16,20,122,0,1,2,0,MI,Indian,2017,Bowler
24,JaspritBumrah,205.0,14,17,133,1,0,4,0,MI,Indian,2018,Bowler
8,JaspritBumrah,240.5,16,19,169,0,0,2,0,MI,Indian,2019,Bowler
141,MohammedShami,24.5,3,1,21,0,0,0,0,KKR,Indian,2013,Bowler
50,MohammedShami,126.5,12,7,102,0,0,0,0,DD,Indian,2014,Bowler
86,MohammedShami,59.0,8,5,39,0,0,1,0,DD,Indian,2016,Bowler
74,MohammedShami,89.5,8,5,55,4,2,0,0,DC,Indian,2017,Bowler
104,MohammedShami,46.0,4,3,28,1,0,2,0,DD,Indian,2018,Bowler
21,MohammedShami,198.0,14,19,119,0,0,5,0,KXIP,Indian,2019,Bowler
142,PravinTambe,23.5,3,1,20,0,0,0,0,RR,Indian,2013,Bowler
39,PravinTambe,146.5,13,15,89,0,0,2,0,RR,Indian,2014,Bowler
71,PravinTambe,96.0,10,7,69,0,0,1,0,RR,Indian,2015,Bowler
99,PravinTambe,48.5,7,5,26,1,0,1,0,GL,Indian,2016,Bowler
145,NathanCoulter-Nile,20.5,1,1,11,0,1,1,0,MI,Overseas,2013,Bowler
127,NathanCoulter-Nile,19.0,2,2,12,0,0,0,0,DD,Overseas,2014,Bowler
23,NathanCoulter-Nile,190.5,11,15,117,2,1,5,0,DD,Overseas,2015,Bowler
95,NathanCoulter-Nile,50.0,4,3,37,1,0,0,0,DD,Overseas,2016,Bowler
39,NathanCoulter-Nile,134.5,8,15,70,0,2,2,0,KKR,Overseas,2017,Bowler
154,ParveezRasool,15.5,2,1,12,0,0,0,0,PWI,Indian,2013,Bowler
126,ParveezRasool,20.0,3,1,14,0,0,1,0,SRH,Indian,2014,Bowler
122,ParveezRasool,15.5,2,1,12,0,0,0,0,SRH,Indian,2015,Bowler
116,ParveezRasool,33.0,4,1,22,1,0,2,0,RCB,Indian,2016,Bowler
157,LokeshRahul,15.0,5,0,0,4,0,2,0,RCB,Indian,2013,Wicket-Keeper
96,LokeshRahul,50.5,11,0,0,12,3,4,0,SRH,Indian,2014,Wicket-Keeper
102,LokeshRahul,40.0,9,0,0,8,5,1,0,SRH,Indian,2015,Wicket-Keeper
23,LokeshRahul,171.0,14,0,0,37,16,5,4,RCB,Indian,2016,Wicket-Keeper
4,LokeshRahul,304.5,14,0,0,66,32,10,1,KXIP,Indian,2018,Wicket-Keeper
160,CMGautam,13.5,3,0,0,4,1,0,0,DD,Indian,2013,Wicket Keeper
87,CMGautam,65.0,9,0,0,13,5,3,3,MI,Indian,2014,Wicket Keeper
143,CMGautam,2.5,1,0,0,0,0,0,1,DD,Indian,2015,Wicket Keeper
166,QuintondeKock,12.5,3,0,0,1,0,3,1,SRH,Overseas,2013,Wicket Keeper
86,QuintondeKock,66.5,7,0,0,19,4,2,0,DD,Overseas,2014,Wicket Keeper
92,QuintondeKock,59.0,3,0,0,18,4,0,0,DD,Overseas,2015,Wicket Keeper
14,QuintondeKock,185.5,13,0,0,52,13,2,2,DD,Overseas,2016,Wicket Keeper
62,QuintondeKock,103.0,8,0,0,20,8,7,3,RCB,Overseas,2018,Wicket Keeper
5,QuintondeKock,247.5,16,0,0,45,25,17,2,MI,Overseas,2019,Wicket Keeper
167,AnkitRajpoot,11.5,2,1,8,0,0,0,0,CSK,Indian,2013,Bowler
123,AnkitRajpoot,28.5,4,3,18,0,0,0,0,KKR,Indian,2016,Bowler
105,AnkitRajpoot,46.0,5,4,27,1,0,1,0,KKR,Indian,2017,Bowler
53,AnkitRajpoot,126.0,8,11,80,1,0,2,0,KXIP,Indian,2018,Bowler
96,AnkitRajpoot,48.0,4,3,35,0,0,1,0,KXIP,Indian,2019,Bowler
172,YuzvendraChahal,8.0,1,0,8,0,0,0,0,MI,Indian,2013,Bowler
30,YuzvendraChahal,164.5,14,12,115,0,0,3,0,RCB,Indian,2014,Bowler
31,YuzvendraChahal,180.5,15,23,90,0,0,4,0,RCB,Indian,2015,Bowler
18,YuzvendraChahal,183.5,13,21,100,0,0,4,0,RCB,Indian,2016,Bowler
34,YuzvendraChahal,148.5,13,14,92,0,0,3,0,RCB,Indian,2017,Bowler
30,YuzvendraChahal,175.0,14,12,128,0,0,2,0,RCB,Indian,2018,Bowler
24,YuzvendraChahal,187.5,14,18,117,0,0,3,0,RCB,Indian,2019,Bowler
178,SamuelBadree,7.0,1,0,7,0,0,0,0,RR,Overseas,2013,Bowler
99,SamuelBadree,47.0,4,2,40,0,0,0,0,CSK,Overseas,2014,Bowler
69,SamuelBadree,98.5,7,9,62,0,0,2,0,RCB,Overseas,2017,Bowler
187,SachinBaby,5.0,4,0,0,0,0,2,0,RR,Indian,2013,Batsman
89,SachinBaby,54.5,11,2,5,9,5,1,0,RCB,Indian,2016,Batsman
142,SachinBaby,10.0,3,0,0,2,0,2,0,RCB,Indian,2017,Batsman
196,KarunNair,0.0,2,0,0,0,0,0,0,RCB,Indian,2013,Batsman
43,KarunNair,136.5,11,0,0,38,9,4,0,RR,Indian,2014,Batsman
85,KarunNair,70.0,14,0,0,18,5,3,0,RR,Indian,2015,Batsman
45,KarunNair,128.5,14,0,0,40,6,3,0,DD,Indian,2016,Batsman
57,KarunNair,123.5,14,0,0,39,6,2,0,DC,Indian,2017,Batsman
54,KarunNair,125.5,13,0,0,23,13,9,0,KXIP,Indian,2018,Batsman
157,KarunNair,0.0,1,0,0,0,0,0,0,KXIP,Indian,2019,Batsman
5,AxarPatel,252.5,17,17,157,6,1,7,0,KXIP,Indian,2014,All Rounder
16,AxarPatel,206.5,14,13,83,13,8,7,0,KXIP,Indian,2015,All Rounder
19,AxarPatel,179.5,14,13,91,4,8,2,0,KXIP,Indian,2016,All Rounder
6,AxarPatel,218.0,14,15,82,11,11,7,0,KXIP,Indian,2017,All Rounder
78,AxarPatel,78.0,9,3,41,3,4,2,0,KXIP,Indian,2018,All Rounder
20,AxarPatel,203.0,14,10,110,10,3,9,0,DC,Indian,2019,All Rounder
27,LendlSimmons,167.0,8,1,2,43,14,2,0,MI,Overseas,2014,Batsman
9,LendlSimmons,228.5,13,0,0,56,21,6,0,MI,Overseas,2015,Batsman
152,LendlSimmons,3.5,1,0,0,0,1,0,0,MI,Overseas,2016,Batsman
97,LendlSimmons,58.0,7,0,0,10,8,2,0,MI,Overseas,2017,Batsman
28,CoreyAnderson,166.5,12,4,35,21,15,5,0,MI,Overseas,2014,All Rounder
87,CoreyAnderson,64.5,4,1,10,11,6,1,0,MI,Overseas,2015,All Rounder
71,CoreyAnderson,94.5,11,3,20,8,9,5,0,DC,Overseas,2017,All Rounder
116,CoreyAnderson,30.0,3,3,16,0,1,0,0,RCB,Overseas,2018,All Rounder
79,ImranTahir,74.5,6,9,38,2,0,0,0,DD,Overseas,2014,Bowler
53,ImranTahir,124.0,10,15,64,0,0,3,0,DD,Overseas,2015,Bowler
103,ImranTahir,45.0,4,5,25,1,0,0,0,DD,Overseas,2016,Bowler
27,ImranTahir,162.0,12,18,94,0,0,2,0,RPS,Overseas,2017,Bowler
88,ImranTahir,66.0,6,6,40,0,0,2,0,CSK,Overseas,2018,Bowler
4,ImranTahir,255.0,17,26,149,0,0,6,0,CSK,Overseas,2019,Bowler
92,ShreyasGopal,56.0,4,6,30,1,0,1,0,MI,Indian,2014,Bowler
139,ShreyasGopal,5.5,1,1,2,0,0,0,0,MI,Indian,2015,Bowler
151,ShreyasGopal,4.0,1,0,4,0,0,0,0,MI,Indian,2016,Bowler
51,ShreyasGopal,126.5,11,11,68,5,0,3,0,RR,Indian,2018,Bowler
15,ShreyasGopal,213.0,14,20,107,8,1,5,0,RR,Indian,2019,Bowler
115,RahulTewatia,31.5,3,2,21,0,1,0,0,RR,Indian,2014,All Rounder
131,RahulTewatia,9.5,1,1,6,0,0,0,0,RR,Indian,2015,All Rounder
107,RahulTewatia,43.5,3,3,23,4,0,0,0,KXIP,Indian,2017,All Rounder
74,RahulTewatia,83.0,8,6,41,5,1,2,0,DD,Indian,2018,All Rounder
94,RahulTewatia,49.5,5,2,19,2,1,6,0,DC,Indian,2019,All Rounder
130,BenCutting,18.5,1,1,9,0,1,1,0,RR,Overseas,2014,All Rounder
74,BenCutting,74.0,4,5,23,4,6,1,0,SRH,Overseas,2016,All Rounder
103,BenCutting,49.0,4,1,20,5,3,1,0,SRH,Overseas,2017,All Rounder
68,BenCutting,89.0,9,2,24,5,8,7,0,MI,Overseas,2018,All Rounder
139,BenCutting,11.5,3,1,2,1,1,0,0,MI,Overseas,2019,All Rounder
132,PatCummins,15.5,1,1,12,0,0,0,0,KKR,Overseas,2014,Bowler
114,PatCummins,28.0,3,1,22,0,0,1,0,KKR,Overseas,2015,Bowler
26,PatCummins,165.5,12,15,84,5,4,1,0,DC,Overseas,2017,Bowler
149,VijayShankar,1.0,1,0,1,0,0,0,0,CSK,Indian,2014,All Rounder
112,VijayShankar,36.0,4,0,0,12,1,1,0,SRH,Indian,2017,All Rounder
66,VijayShankar,92.5,13,1,8,11,11,6,0,DD,Indian,2018,All Rounder
64,VijayShankar,112.0,15,1,14,11,12,10,0,SRH,Indian,2019,All Rounder
25,MitchellMcClenaghan,188.0,12,18,118,0,2,0,0,MI,Overseas,2015,Bowler
10,MitchellMcClenaghan,203.0,14,17,128,2,3,0,0,MI,Overseas,2016,Bowler
15,MitchellMcClenaghan,191.5,14,19,119,0,1,1,0,MI,Overseas,2017,Bowler
43,MitchellMcClenaghan,158.0,11,14,103,1,1,0,0,MI,Overseas,2018,Bowler
88,MitchellMcClenaghan,60.5,5,3,45,2,0,0,0,MI,Overseas,2019,Bowler
30,ShreyasIyer,181.0,14,0,0,41,21,2,0,DD,Indian,2015,Batsman
130,ShreyasIyer,18.5,6,0,0,2,1,4,0,DD,Indian,2016,Batsman
45,ShreyasIyer,132.5,12,0,0,36,10,3,0,DC,Indian,2017,Batsman
42,ShreyasIyer,158.5,14,0,0,29,21,5,0,DD,Indian,2018,Batsman
39,ShreyasIyer,171.5,16,0,0,41,14,8,0,DC,Indian,2019,Batsman
62,TrentBoult,107.5,7,9,71,0,0,2,0,SRH,Overseas,2015,Bowler
134,TrentBoult,17.0,1,1,11,0,0,1,0,SRH,Overseas,2016,Bowler
87,TrentBoult,70.5,6,5,53,0,0,0,0,KKR,Overseas,2017,Bowler
25,TrentBoult,203.5,14,18,118,0,0,9,0,DD,Overseas,2018,Bowler
83,TrentBoult,70.0,5,5,44,0,1,2,0,DC,Overseas,2019,Bowler
68,HardikPandya,98.0,9,1,29,9,8,6,0,MI,Indian,2015,All Rounder
83,HardikPandya,64.5,11,3,29,4,0,6,0,MI,Indian,2016,All Rounder
12,HardikPandya,193.5,17,6,45,11,20,12,0,MI,Indian,2017,All Rounder
8,HardikPandya,269.5,13,18,98,20,11,8,0,MI,Indian,2018,All Rounder
2,HardikPandya,342.0,16,14,94,28,29,11,0,MI,Indian,2019,All Rounder
77,DeepakHooda,84.5,14,1,25,6,11,1,0,RR,Indian,2015,Batsman
72,DeepakHooda,79.0,17,3,21,9,5,3,0,SRH,Indian,2016,Batsman
98,DeepakHooda,53.0,10,2,7,5,4,5,0,SRH,Indian,2017,Batsman
117,DeepakHooda,29.0,9,0,6,2,3,3,0,SRH,Indian,2018,Batsman
102,DeepakHooda,45.5,11,1,1,5,1,10,0,SRH,Indian,2019,Batsman
103,SarfarazKhan,37.0,13,0,0,12,2,0,0,RCB,Indian,2015,Batsman
118,SarfarazKhan,31.5,5,0,0,7,4,0,0,RCB,Indian,2016,Batsman
122,SarfarazKhan,26.0,7,0,0,7,1,2,0,RCB,Indian,2018,Batsman
87,SarfarazKhan,61.5,8,0,0,19,4,0,0,KXIP,Indian,2019,Batsman
109,JayantYadav,30.5,3,2,21,0,0,1,0,DD,Indian,2015,Bowler
101,JayantYadav,47.5,5,2,38,0,0,1,0,DD,Indian,2016,Bowler
135,JayantYadav,13.0,2,0,13,0,0,0,0,DC,Indian,2017,Bowler
120,JayantYadav,25.5,2,1,17,0,0,2,0,MI,Indian,2019,Bowler
126,ShardulThakur,11.0,1,1,5,1,0,0,0,KXIP,Indian,2015,Bowler
44,ShardulThakur,133.5,12,11,85,0,0,4,0,RPS,Indian,2017,Bowler
27,ShardulThakur,186.5,13,16,113,3,0,4,0,CSK,Indian,2018,Bowler
65,ShardulThakur,111.5,10,8,65,1,1,5,0,CSK,Indian,2019,Bowler
128,KaneWilliamson,11.0,2,0,0,1,1,2,0,SRH,Overseas,2015,Batsman
96,KaneWilliamson,49.5,6,0,2,14,0,5,0,SRH,Overseas,2016,Batsman
77,KaneWilliamson,87.5,7,0,0,20,10,1,0,SRH,Overseas,2017,Batsman
7,KaneWilliamson,273.0,17,0,0,64,28,6,0,SRH,Overseas,2018,Batsman
91,KaneWilliamson,52.5,9,0,0,12,5,2,0,SRH,Overseas,2019,Batsman
137,KCCariappa,6.5,1,1,3,0,0,0,0,KKR,Indian,2015,Bowler
90,KCCariappa,54.0,5,3,35,0,1,2,0,KXIP,Indian,2016,Bowler
110,KCCariappa,38.5,4,4,22,0,0,1,0,KXIP,Indian,2017,Bowler
152,KCCariappa,4.5,1,0,1,0,1,0,0,KKR,Indian,2019,Bowler
141,BarinderSran,5.0,1,0,5,0,0,0,0,RR,Indian,2015,Bowler
29,BarinderSran,161.0,14,14,107,0,0,2,0,SRH,Indian,2016,Bowler
151,BarinderSran,4.0,1,0,4,0,0,0,0,SRH,Indian,2017,Bowler
89,BarinderSran,66.0,6,4,47,0,0,2,0,KXIP,Indian,2018,Bowler
148,BarinderSran,7.0,2,0,7,0,0,0,0,MI,Indian,2019,Bowler
12,MustafizurRahman,201.5,16,17,137,0,0,2,0,SRH,Overseas,2016,Bowler
155,MustafizurRahman,3.0,1,0,3,0,0,0,0,SRH,Overseas,2017,Bowler
69,MustafizurRahman,88.5,7,7,59,0,0,2,0,MI,Overseas,2018,Bowler
20,KrunalPandya,179.5,12,6,53,22,13,2,0,MI,Indian,2016,All Rounder
10,KrunalPandya,198.5,13,10,74,24,7,2,0,MI,Indian,2017,All Rounder
10,KrunalPandya,239.5,14,12,85,22,10,9,0,MI,Indian,2018,All Rounder
17,KrunalPandya,211.0,16,12,94,18,5,5,0,MI,Indian,2019,All Rounder
52,MarcusStoinis,113.5,7,8,39,13,4,0,0,KXIP,Overseas,2016,All Rounder
120,MarcusStoinis,27.0,5,2,10,1,0,3,0,KXIP,Overseas,2017,All Rounder
97,MarcusStoinis,59.5,7,3,15,6,4,2,0,KXIP,Overseas,2018,All Rounder
62,MarcusStoinis,114.0,10,2,32,14,10,2,0,RCB,Overseas,2019,All Rounder
53,JosButtler,113.5,14,0,0,23,11,7,0,MI,Overseas,2016,Wicket-Keeper
59,JosButtler,122.5,10,0,0,27,15,1,0,MI,Overseas,2017,Wicket-Keeper
13,JosButtler,228.5,13,0,0,52,21,9,1,RR,Overseas,2018,Wicket-Keeper
41,JosButtler,164.0,8,0,0,38,14,8,0,RR,Overseas,2019,Wicket-Keeper
60,ChrisJordan,97.5,9,11,49,0,0,4,0,RCB,Overseas,2016,Bowler
149,ChrisJordan,5.5,1,1,2,0,0,0,0,SRH,Overseas,2017,Bowler
134,ChrisJordan,11.0,1,0,11,0,0,0,0,SRH,Overseas,2018,Bowler
73,RishabhPant,76.0,10,0,0,19,6,3,0,DD,Indian,2016,Wicket-Keeper
20,RishabhPant,181.5,14,0,0,28,24,8,3,DC,Indian,2017,Wicket-Keeper
3,RishabhPant,314.5,14,0,0,68,37,4,2,DD,Indian,2018,Wicket-Keeper
7,RishabhPant,247.0,16,0,0,37,27,18,6,DC,Indian,2019,Wicket-Keeper
94,KuldeepYadav,51.5,3,6,28,0,0,1,0,KKR,Indian,2016,Bowler
58,KuldeepYadav,123.5,12,12,74,2,0,1,0,KKR,Indian,2017,Bowler
35,KuldeepYadav,171.0,16,17,94,1,0,6,0,KKR,Indian,2018,Bowler
78,KuldeepYadav,78.0,9,4,54,1,0,3,0,KKR,Indian,2019,Bowler
98,NitishRana,48.5,4,0,3,7,8,0,0,MI,Indian,2016,Batsman
49,NitishRana,129.5,13,0,0,24,17,4,0,MI,Indian,2017,Batsman
47,NitishRana,150.0,15,4,17,26,14,2,0,KKR,Indian,2018,Batsman
36,NitishRana,174.0,14,3,15,27,21,3,0,KKR,Indian,2019,Batsman
117,SamBillings,31.5,5,0,0,4,4,3,0,DD,Overseas,2016,Batsman
93,SamBillings,61.0,6,0,0,19,1,4,0,DC,Overseas,2017,Batsman
102,SamBillings,50.0,10,0,0,8,5,5,0,CSK,Overseas,2018,Batsman
153,SamBillings,2.5,1,0,0,0,0,1,0,CSK,Overseas,2019,Batsman
131,MartinGuptill,18.0,3,0,0,3,3,0,0,MI,Overseas,2016,Batsman
84,MartinGuptill,75.0,7,0,0,17,5,6,0,KXIP,Overseas,2017,Batsman
113,MartinGuptill,37.0,3,0,0,4,7,1,0,SRH,Overseas,2019,Batsman
132,ColinMunro,17.5,4,0,5,3,0,2,0,KKR,Overseas,2016,Batsman
110,ColinMunro,36.5,5,0,0,7,4,2,0,DD,Overseas,2018,Batsman
114,ColinMunro,36.5,4,0,0,9,4,0,0,DC,Overseas,2019,Batsman
136,DeepakChahar,15.5,2,0,13,0,0,1,0,RPS,Indian,2016,Bowler
126,DeepakChahar,22.5,3,1,12,0,2,0,0,RPS,Indian,2017,Bowler
34,DeepakChahar,171.0,12,10,117,1,4,1,0,CSK,Indian,2018,Bowler
3,DeepakChahar,274.5,17,22,190,1,0,2,0,CSK,Indian,2019,Bowler
137,IshanKishan,15.0,5,0,0,5,0,1,0,GL,Indian,2016,Wicket keeper
56,IshanKishan,125.5,11,0,0,29,13,3,0,GL,Indian,2017,Wicket keeper
50,IshanKishan,142.0,14,0,0,22,17,9,2,MI,Indian,2018,Wicket keeper
109,IshanKishan,39.0,7,0,0,8,4,2,0,MI,Indian,2019,Wicket keeper
156,AkshdeepNath,2.5,4,0,0,1,0,0,0,GL,Indian,2016,Batsman
161,AkshdeepNath,0.0,1,0,0,0,0,0,0,GL,Indian,2017,Batsman
141,AkshdeepNath,5.0,1,0,0,1,0,1,0,KXIP,Indian,2018,Batsman
124,AkshdeepNath,22.0,8,0,0,5,2,1,0,RCB,Indian,2019,Batsman
3,BenStokes,270.0,12,12,108,22,15,5,0,RPS,Overseas,2017,All Rounder
32,BenStokes,173.5,13,8,77,13,6,6,0,RR,Overseas,2018,All Rounder
72,BenStokes,93.5,9,6,31,8,4,3,0,RR,Overseas,2019,All Rounder
11,RashidKhan,196.5,14,17,121,0,1,5,0,SRH,Overseas,2017,Bowler
6,RashidKhan,284.0,17,21,167,3,6,6,0,SRH,Overseas,2018,Bowler
6,RashidKhan,247.5,15,17,166,2,2,4,0,SRH,Overseas,2019,Bowler
23,RahulTripathi,179.5,14,0,0,43,17,5,0,RPS,Indian,2017,Batsman
75,RahulTripathi,83.0,12,0,0,18,8,4,0,RR,Indian,2018,Batsman
98,RahulTripathi,47.0,8,0,0,13,2,3,0,RR,Indian,2019,Batsman
61,WashingtonSundar,121.5,11,8,81,0,0,5,0,RPS,Indian,2017,All Rounder
83,WashingtonSundar,69.5,7,4,29,5,4,0,0,RCB,Indian,2018,All Rounder
107,WashingtonSundar,40.0,3,4,21,0,0,2,0,RCB,Indian,2019,All Rounder
67,AndrewTye,106.5,6,12,44,4,3,0,0,GL,Overseas,2017,Bowler
17,AndrewTye,221.0,14,24,116,2,1,5,0,KXIP,Overseas,2018,Bowler
99,AndrewTye,45.5,6,3,30,0,0,2,0,KXIP,Overseas,2019,Bowler
70,ColindeGrandhomme,98.0,12,4,33,10,6,2,0,KKR,Overseas,2017,All Rounder
71,ColindeGrandhomme,85.5,9,2,26,4,10,3,0,RCB,Overseas,2018,All Rounder
125,ColindeGrandhomme,21.5,4,0,2,4,2,1,0,RCB,Overseas,2019,All Rounder
109,MohammadNabi,41.0,3,2,34,0,0,0,0,SRH,Overseas,2017,All Rounder
126,MohammadNabi,23.0,2,1,12,3,0,0,0,SRH,Overseas,2018,All Rounder
44,MohammadNabi,156.5,8,8,69,8,7,6,0,SRH,Overseas,2019,All Rounder
